@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"belgique: piege Äô#energie verte : <url>", -
"energies renouvelables expansion 2013! <url> #solutions #polcan #espoir #ges <url>", +
"<utilisateur> a gauche plq, a part continuer a engouffrer merde qu'hydro-quebec eoliennes", -
"<utilisateur> <utilisateur> article parle © energies renouvelables monde...", =
"√âlections ©natoriales haute-garonne : #henriarevalo presente liste, #ecologistes croient chances <url>", =
"electricite a #lausanne baisse bienvenue reste ecolo! #energie #renouvelable #sil <url>", +
"geste avenir: souhaitez investir &eacute;nergies renouvelables eacute; <url>", +
"energie libre inde. utilisation bras levier hydraulique: verin rotatif. vide<url>", =
" ecologistes tapent gouvernement... falloir prenne ticket queue ?", =
" ecologistes tapent gouvernement... falloir prenne ticket queue ?", =
"trophe<utilisateur> energies renouvelables efficacite energetique <utilisateur> <utilisateur>, 24 octobre <url>", +
"marche smartphone, ecosysteimportant appareil. probleapple face #android? #iphone6 <url>", +
"merci jacquot   puissance agricole elevage, bresil tiraille ecologistes grands... <url>", +
"<utilisateur> <utilisateur> √âoliennes grises üòÇ‚ù§", =
"coucou ecolos ™abatte arbres permettre passage eoliennes #ubuesque <url>", -
"berlin : treeoliennes, tresegways.", =
"interessant! #√ânergie verte : ™cheurs ©duits panneaux solaires <url> <url>", +
"jour π ecologistes feront elire indulgence parti socialiste droit chier !", -
"piege Äôenergie verte <url>", -
"<utilisateur> genre ecologistes proble", =
"#©natoriales #hautegaronne : <utilisateur> presente #dynamique #ecologistes croient #chances <url>", =
"<utilisateur> aime ecologistes.  parle parti archa√Øgangre© vision passeiste sectaire.", -
"#paris‚Äìsaclay : solution energetique innovante <url> #energie #©othermie #innovation", +
"souhaite parlementaires ecologistes votent confiance gouvernement valls 2. #eelv", +
"attends naturellement parlementaires ecologistes qu'contentent abstenir vote confiance venir", -
"®c qu'dise divise ecologistes ... #ueps <utilisateur>", =
"<utilisateur> ™©rard #mestrallet energies renouvelables  <url> #enr", +
"entitats ecologistes rebutgen #maniobresmilitars al #montseny <url> #baixmontseny #vallesoriental #laselva", =
"#politique colere communistes ecologistes ps <url> (figaro)", -
"#politique ‚Ä¢ rochelle : colere communistes ecologistes ps: universite e© .. <url>", -
"colere communistes ecologistes ps: universite e© socialistes a rochelle .. <url>", -
"actu. politique rochelle : colere communistes ecologistes ps <url>", -
"ecosyste#fintech a paris, a creer!", +
"1970 a 2004, emissions gaz a effet serre monde augmente 70% ... <url>", =
"liked photo <utilisateur>: aime #eoliennes. #sexy #troublant #wind by annesobru <url>", +
"rt <utilisateur>: ecosyste#socialmedia image ! <url> <utilisateur> #<url>", =
"corinne lepage : investir energies renouvelables - journal professionnels   matiere energies... <url>", +
"¥rate billet rt‚Äú<utilisateur>: #remaniement : ecologistes devaient participer gouvernement ? <url>", =
"#enr #energies ‚ñ∫ progression renouvelables risque connaitre ralentissement ®2020, .. <url>", -
"juppe aubry : qu'arrepolluer ©chets politiques toxiques <url>", -
"ecosyste#socialmedia image ! <url> <utilisateur> #<url> <utilisateur> <utilisateur>", =
"union gauche abois. ™partie ©gligeable ps divise politique gvt valls 2. <url>", -
"üîùüëç rt <utilisateur>: ecosyste#socialmedia image ! <url> <utilisateur> #<url>", =
"rt <utilisateur>: ecosyste#socialmedia image ! <url> <utilisateur> #<url>", =
"mini-maisons, cheres ecologiques a mode #quebec <url> #polqc #construction", +
"feu vert administratif eoliennes flottantes ©diterrane| energeek : energie facile clics ! <url>", +
"<utilisateur> projet surveillance controenergies renouvelables europe", =
"<utilisateur> baylet brasser vent, ideal eoliennes.", -
"<utilisateur> eoliennes vent", =
"<utilisateur> segways fonctionnent ¢a eoliennes ??", =
"<utilisateur> <utilisateur> monde pollue, respect, ressource, ecosyste©©gle, monde voue a echec.", -
"<utilisateur> : ecosyste#socialmedia image ! <url> #<url>", =
"<utilisateur> üòÇ ecologiques, temps pelouse ©©®re.", =
"<utilisateur> eoliennes mdrrrrrrrrrrrrrrrrrrrrr", =
"caye grande ®che ecosysteme specifique baie france <url>", +
"espee©phants menaceafrique <url>", -
"<utilisateur> visage ©othermie a besoin serviette plutoposterieur‚Ä¶ crien", =
"croissance energies renouvelables devrait ralentir 10 ans <url> <utilisateur>", -
"ecofemme, serviettes hygieniques lavables, sociales ecologiques ! <url>   #obs <url>", =
"livre ‚Äúcentrales electriques‚Äù a destination e®ves. e®ves rapides terminent .. <url>", +
"acteur traditionnel <utilisateur> lance politique numerique ouverture creer ecosysteme <url> ©nial", +
"#ojeu #notice 90513000 fleche:services traitement eliminat‚Ä¶ collecte, transport traitement ©chets‚Ä¶ <url>", =
"#ojeu #award paris:√âlimination traitement ordures prestations ramassage ©chets ©gers Ä¶ <url>", =
"godet 4x4m entreligne #pellets ease <url>  #energie #biomasse #agropellets #renouvelable #dinplus #ecologie #energy", =
"poea granulebois : qu'savoir   <url>", =
"1 charge affaires ©alisation unitetraitement ©chets ( #grenoble #job <url>", =
"rochelle : colere communistes ecologistes ps <utilisateur> <url>", -
"rt <utilisateur>: etude presentant scenario energie a 100 % renouvelable allemagne <url>", =
".<utilisateur> besoin rassembler vraie gauche ecologistes <utilisateur> a gauche #ps passant #eelv", =
"petite penseemue camarades rencontres ecologiques e©. courage bientofin.", +
"2)..universitaire, politique energetique(djibouti compte devenir premier pays africain a utiliser energie verte 2020)..", =
"√ânergies renouvelables = propres ? ! <url>", -
"1 infographie cartographie ecosyste#socialmedia complet <utilisateur> <utilisateur> <url> <url>", =
"<utilisateur> royal, vent creation eoliennes. dirait dieu eole.guerini transforme plomb or", -
"<utilisateur> iles √âoliennes - naviguer prevolcan stromboli : experience magique !", =
"rochelle : colere communistes ecologistes ps . <url>", -
"‚Äújl malys <utilisateur> ¬´entreprises profitables 1ere preoccupation salarie #ueps‚Äù entreprise = ecosysteme", +
"‚Äújl malys <utilisateur> ¬´entreprises profitables 1ere preoccupation salarie #ueps‚Äù entreprise = ecosysteme", +
"rochelle : colere communistes ecologistes ps <url> <utilisateur>", -
"<utilisateur>, ecologistes agissent climat. <url>", +
"<utilisateur> <utilisateur> <utilisateur> tiens dame ©go pourrait monter capteurs solaires ceintures ©curite bagnoles", =
"colere communistes ecologistes ps <url>", -
"propose qu'mange bambous qu'vive grottes, ptet c©glera crises ecologiques, malentendu...", -
"#vivelagauche #bfmtv #ueps   <utilisateur> droconception ©bat ?!   eoliennes militants ©sireux agir !", -
"<utilisateur> ©bat eoliennes ®soire ;)", =
"moustiques venaient a disparaitre, causerait dommage a ecosyste <url>", +
"1000 citoyens regroupent financer construire parc eoliennes ! <url> <utilisateur> #crowdfunding", +
"<utilisateur> <utilisateur> donne ide#libertaire #internationaliste #universaliste #environnementaliste #federaliste #eelv !", =
"actualite panneaux solaires flottants  ©cidement manque place terre ferme .. <url>", =
"mec monde eoliennes fou quoi", =
"<utilisateur> Äôavoue ios jusqu‚Äôoreilles‚Ä¶ ipad, mac‚Ä¶ Äôecosyste®enormement ", =
"fao -¬†nouvelles:¬†©duire emissions gaz a effet serre dues a Äôelevage: Äôpossible <url>", +
"discours co-presidents ecolo rencontres ecologiques e©.  #ree <url>", =
"<utilisateur> : eoliennes garonne laides survie planejeu, installer pitoyable", -
"#oms, ©chauffement climatique pourrait bientocauser 250¬†000 ©®an <url> <utilisateur>", =
"tombent mouches e© etre cause rechauffement climatique  climat venge #greenpeace", -
"poea bois : qu'savoir   <url>", =
". <utilisateur> oubliez abbe pierre responsable sdf, ecolos responsables ©chauffement climatique, ...   <utilisateur>", =
"devrait mettre eoliennes milieu universitee© politiques. √áassurerait independance energetique ", +
"mot enjeux ecologiques...  ahurissant. 1000 a compris. <url> 2/2", -
"plaine, boue, crasse, moutons, poules eoliennes... voila arrive  #campagne #pfiou", =
"survit temps ecosyste structure permet ©sister a facteurs chaleur", =
"rentreco2 amour (<utilisateur>)  <url>", -
"<utilisateur> <utilisateur>  super #eoliennes #danoises. #danemark gros emetteur co2 habitant #europe", +
"jouzel ¬´parle ©chauffement climatique, regarder a echelle globale. ©chauffement equivoque.¬ª #ueps", =
"<utilisateur> ©chauffement climatique, ferez experience  2017 ©guerpissant feu cul! hollande #larochelle", -
"<utilisateur> pipeau marche ©chauffement climatique", =
"<utilisateur> entendu qu'permis rechauffement planequaternaire. sonr forts.", +
"toilettes ecologiques parcours cross #jem2014 <url>", =
"©chauffement climatique pourrait causer <nombre> ©®anne> <url> < <utilisateur> #pollution #climat", =
"<utilisateur> sourit qd :  socialistes, ecologistes. connaidoutes ( germain #ueps)", =
"<utilisateur> mouais. ™sais eoliennes produire ™quantite energie nucleaire.", =
"nudges, inciter gens a devenir ecolos | youphil <url>", -
"<utilisateur> still, construire ©acteur nucleaire village 150 gens eoliennes suffisent", +
"trouve ctellement magnifique champs plein eoliennes", +
"rencontres ecologiques e© 30 aou2014, info : rtbf vide<url>", =
"eoliennes vont vent - ©oplane<url>", =
"politique transition energetique mise place gouvernement allemand, visant a ©velopper energies renouvelables 1/2", =
"©© #tigre noir sensation - <url>", +
"©© tigre noir sensation - 7sur7.be <url> <utilisateur>", +
"<utilisateur> a base etait militaire, cours restructuration ! ©† balader :) <url>", =
"<utilisateur> alliance noue2009 gagner gauche ecologistes. rassemble  2010, <nombre> !", +
"©ingenierie inutile face ©chauffement climatique <url>", -
"cheminea foyer ferme : design performance   <url>", =
"puits gaz ©trole abandonnepreoccupent ecologistes: montr√âal - association que©coise ... <url>", =
"#dieppe <url> couvrez eoliennes saurais voir", =
"puits gaz ©trole abandonnepreoccupent †ecologistes <url>", -
"<utilisateur> <utilisateur> <utilisateur> socialistes, ecologistes, communistes elu francois hollande 2012", +
"<utilisateur> crassurer, sud ce© top anne:/ (part c©chauffement climatique toussa lol)", +
"temps † parle parle <url>", =
"©unir forces gauche ecologistes <utilisateur> #ueps <url>", +
"<utilisateur> ecosystenuance", =
"©but derniere ple®re #ueps leaders gauche ecologistes cc <utilisateur> <url>", =
"manque premier ministre jospin photo rt ‚Äú<utilisateur>: #ueps leaders gauche ecologistes <url>", =
"<utilisateur> a ple®re unite gauche... ecologistes. combat... <url>", =
"<utilisateur> <utilisateur>  ecosystetourne plein ©gime +etat esprit ,© †>>> <url>", =
"puits abandonneinquietent †ecologistes <url>", -
"‚Äú<utilisateur>: <utilisateur> a ple®re unite gauche... ecologistes. combat... cube vert! #aucasou", -
"priorite economies energie energies renouvelables citoyennes lisa croyere <utilisateur> <url>", =
"rt <utilisateur>: ©chauffement climatique anthropique sante publique. joli. vient pire... <url>", -
"rt <utilisateur>: <utilisateur> a ple®re unite gauche... ecologistes. combat... <url>", =
"©chauffement climatique : gouvernements falsifient rapports climatiques <url>", -
"<utilisateur> <utilisateur> <utilisateur> laisser jeunes & a enfants situations economiques ecologiques catastrophiques", -
"<utilisateur>, inquie¬´©ritage empoisonne gazieres¬ª, fera visiter puits abandonneajd <url> <url>", -
"<utilisateur> <utilisateur> <utilisateur> <utilisateur> <utilisateur> <utilisateur> <utilisateur> <utilisateur> ecologistes presents ... ecologie moins", =
"<utilisateur> utilite ecologistes, raison etre ™: remettre ecologie pile <utilisateur>", =
"<utilisateur> exprime clairement positions ecologistes bcp applaudissements. #cafaitdubien #eelv #ueps", +
"gauche, france, ecologistes  convaincus ©termine <utilisateur> #ueps2014", =
"lobbying, ecologistes plaignent cvient notamment chasseurs agriculteurs. .. <url>", -
".<utilisateur> oublie accord ecologistes 170 villes communistes 187 villes #ueps", =
"<utilisateur> : ecologistes ... voila #ueps", =
"#anhservices  aivia, pompe a chaleur a ales , gard, ardeche, lozere, energies renouvelables <url>", =
"a fois regarde film activistes ecologiques, actuellement ©prime.", -
"vu objets ivoire matin salle ventes - rappel loi transactions espemenace<url>", +
"©goleroyal‚Äì lutter ©chauffement climatique ©duire facture energetique <url>", +
"annonce #stage #courbevoie stage assistant achat - energies renouvelables <url>", =
"hymne nationale entreprise eoliennes. air vent pocahontas.", =
"activite inspireactiviteweek 1 week 2. etude ©couverte fonctionnement eoliennes .. <url>", +
"rt <utilisateur>: <utilisateur> exprime clairement positions ecologistes bcp applaudissements. #cafaitdubien #eelv #ueps", +
"<utilisateur> <utilisateur>  cochon cappelle ecosyste. vivre sans", -
"energie renouvelable, Äôoption economique Äôunion europeenne <url>", =
"nouvelle passion : ©velopper ecosysteunique genre frigo. üò±", +
"nouvelle passion : ©velopper ecosysteunique genre frigo. üò±", +
"puits gaz ©trole abandonnepreoccupent ecologistes | pollution <url> <url>", -
"puits gaz ©trole abandonnepreoccupent ecologistes |¬†pollution <url>", -
"<utilisateur> †... montebourg revient ©bardeur marin  #eoliennes_miniatures_apprivoise: ©couverte !", =
"energie : Äôalternative biocarburant mali bamako <url> #renewables", =
"puits gaz ©trole abandonnepreoccupent ecologistes que©cois <url> #polqc", -
"#realchangeexpedition  #jvmvsf imaginons cci <nombre> ecosyste#triapdl pays loire", =
"<utilisateur> laisse libre exploitation ressource †. ecologistes briment evolution #plq", -
"entends ecologistes soucier ©forestation, animaux, pollution.", -
"<utilisateur> hydrolienne faillite, eoliennes produisant a perte, centrale thermique fermequ'doit payer pareil. grand succe", -
"voir moque ecolo puisqu'©chauffement climatique ©®glement... froid :-)", -
"voir moque ecolo puisqu'©chauffement climatique ©®glement... froid :-)", -
"invitea rochelle, communistes ecologistes merci - <url> - liberation", -
"#areva triple #eolien offshore installe prouve savoir-a nouveau partenaire #games. #emr  <url>", +
"√Ä #: invitea rochelle, communistes ecologistes merci <url> #topstories", -
"invitea rochelle, communistes ecologistes merci: trecritiques ¬´renoncements¬ª holland... <url>", -
"#politique ‚ñ™ invitea rochelle, communistes ecologistes merci: trecritiques ¬´renoncement... <url>", -
"invitea rochelle, communistes ecologistes merci <url>", -
"<utilisateur>   eoliennes, voit suite meilleurs #sarcasme", -
"libe - invitea rochelle, ecologistes communistes merci: trecritiques ¬´renoncements¬ª ... <url>", -
"ecologistes communistes merci a rochelle  <url> <utilisateur>", -
"ecologistes communistes merci a rochelle  <url> <utilisateur>", -
"-- grand merci ree - rencontres ecologiques © accueil, participants .. <url>", +
"invitea rochelle, ecologistes communistes merci: trecritiques ¬´renoncements¬ª holland... <url>", -
"ecologistes communistes ©noncent virage liberal #ps a rochelle ! #ueps2014  <url> <utilisateur>  <utilisateur>", -
"puits gaz ©trole abandonnepreoccupent ‚Ä¢ #environnement #pqc #assnat  <url>", -
"√âlections ©natoriales haute-garonne : henri arevalo presente liste, ecologistes croient chances | <url>", =
"√Ä rochelle, ecologistes communistes trecritiques ¬´renoncements¬ª hollande <url> #ueps", -
"annonce #cdi #grenoble 1 charge affaires ©alisation unitetraitement ©chets <url>", =
"ecologistes communistes †merci a rochelle (liberation.fr) <url>", -
"cause ©chauffement climatique, causes troubles csystematique", =
"<utilisateur> <utilisateur> <utilisateur> biento©couvertes ecologiques petite ceinture ferroviaire <url>", =
"#pastoralisme #biodiversite #montagne #fne #nature #environnement #ideologique apporte  <url> #loup #ours", =
"ecologistes communistes †merci a rochelle  ‚Äî libe <url>", -
"ecologistes communistes merci a rochelle. <url>", -
"#ilesferoe protectorat #danemark cautionne massacre espeprote©#europe ! subventions ! <utilisateur>", +
"#ecologistes communistes merci a rochelle - liberation <url>", -
"victoire ps ecologistes vu score eva joly, vu accord signe 2d tour , ®ges ©pute#onpc", +
"#rentreescolaire, <utilisateur> propose qqes conseils fournitures saines ecologiques <url> <url>", =
"©cile duflot ª etre intransigeante questions sociales ecologiques. #onpc", -
"occident vide ©chets toxiques  vend armes .. ™emigration ! <utilisateur>", =
"ecologistes politiques ¢cheuse tendance a pretendre seuls ecologistes monde... #onpc", -
"<utilisateur> rejoint pbs ecologiques questions societales, sociales liea immigration!", =
"©ecologistes arreetre vs inverse #duflot #onpc", =
"puits gaz ©trole abandonnepreoccupent ecologistes: association que©coise lutte contr... <url>", -
"eolienne : coeur ©volution energies renouvelables - enerzine: enerzinel'eolien... <url> #energie #futur", =
"<utilisateur> sortir nucleaire  a condition nouvelles energies ecologiques, ©cile duflot!", =
"<utilisateur> sortir nucleaire  a condition nouvelles energies ecologiques, ©cile duflot!", =
"#onpc ©† cas duflot, ferme gueule grosse, ecologiste pape !", -
"vrais ecologistes terrain caron 3-0 duflot #onpc", =
"merci caron donner ©finition (masculin) vrai ecologiste #amen monde ira ¢a #onpc", +
"rt <utilisateur>: ecologistes attendre rocher ©®glement climatique accentue#onpc", =
"#onpc ©cile duflot, commence a parler, sorte energie renouvelable fil, arre", =
"hollande passe ¢votes antisarkozyste ¢ecologistes ! #onpc", -
"ecologistes attendre rocher disant <utilisateur> #pesersurlereel #onpc #eelv", =
"rappel septembre 2013 : no√´mamere : ©cide quitter eelv #onpc #duflot <url> <utilisateur>", -
"croyais aymeric caron etait ecologiste !!! ©bat <utilisateur> #onpc", =
"energies renouvelables engloutissent 30 economies <url> <utilisateur>", -
"septembre 2014 : nouvelle gouvernance ©chauffement climatique - <url> #googlealerts", +
"rt <utilisateur>: #onpc ©cile duflot, commence a parler, sorte energie renouvelable fil, arre", =
"<utilisateur> relatif.   ?  assouplir mesures ©ellement ecologistes engage  <utilisateur>", +
"#onpc belle prestation duflo, ecologiste avoue discourt gauche manque france", +
"totalement #ecologiste ©cile #duflot #onpc", =
"manquerait c™temps ‚Ä¶ ‚Äú<utilisateur>: totalement #ecologiste ©cile #duflot #onpc‚Äù", =
"<utilisateur> ecologiste etait gouvernement ayrault", =
"totalement ecologiste. ecologie ©ritiere valeurs gauche ms oppose productivisme <utilisateur> #onpc #eelv", +
"puits gaz ©trole abandonnepreoccupent ecologistes: montr√âal ‚Äì Äôassociation que©coise ... <url>", -
"<utilisateur>  impossible etre droite 1 conscience & 1 projet ecologistes. sectarisme? triste ts cas", -
"<utilisateur> <utilisateur> continuer grand ©©nagement monde?  merci.  ecologiste.", -
"journal boris victor : invitea rochelle, communistes ecologistes ... <url>", =
"beau 2 semaines 2 mois e© grand importe ®cparle ©chauffement climatique comprend plus", -
"©chauffement climatique pourrait bientocauser <nombre> ©®an #oms <url>", =
"cabine solaire autonome 1000w:... <url>", =
"<utilisateur> problerapport a <utilisateur> etre conside©candidate ecologiste. ©fend parti", -
"<utilisateur> ...ouverture strategique rapport ogm. ecologiste.", =
"©chauffement climatique exemple jean pierre", =
"600 puits gaz laissesurveillance quebec - citoyens ecologistes pressent ... <url>", =
"arctic ice cap has grown 63% since 2012 <url> <url> ©chauffement climatique? #plq <utilisateur>", =
"<utilisateur> <utilisateur>  temps que©cois bientopayer electricite ¢eoliennes. belle ©cision", +
"<utilisateur> <utilisateur>  temps que©cois bientopayer electricite ¢eoliennes. belle ©cision", +
"rt <utilisateur>: √âoliennes: ™ve rentable pq plq <url>", -
"600 puits gaz laissesurveillance quebec: citoyens ecologistes pressent gouvernement... <url>", =
"ecologistes communistes †merci a rochelle  ‚Äî <utilisateur> <url>", -
"fleur mauges commercialise produits cosmetiques biologiques ecologiques base vegetale  produits  <url>", +
"installateur revendeur eoliennes solaire particuliers sites isoles  batteries connection reseau <url>", =
"23e edition entretiens sologne : programme colloque <url> hommage a Äô#arbre, pilier Äô#ecosysteme", =
"projet ©charge aveyron : elus locaux air accord‚Ä¶ <url>", -
"©chauffement climatique pourrait causer <nombre> ©®anne- sciences avenir <url>", =
"©volution numerique : 7 tendances vont changer monde | <utilisateur> <utilisateur> <url>", +
"politique: rencontres ecologiques parti ecolo domaine massembre  <url>", =
"©chauffement climatique, ecosystemarins Äôarctique ¬´ligne feu¬ª photo titre... <url>", =
"trecritiques ¬´renoncements¬ª hollande, pierre laurent (pcf) emmanuelle cosse (ee-lv) rec.. <url>", -
"5/7 indice prix #insee (a cause conneries ecologiques) travaux assurances factures edf/gdf (a cause ecologie)", -
"ecologistes communistes †merci Ä rochelle ::  <url>", -
"<utilisateur> vaut ©gole ¢a imitation eoliennes cree(!), brasse vent monstrueux a lelyse :-)", =
"<utilisateur> vaut ©gole ¢a imitation eoliennes cree(!), brasse vent monstrueux a lelyse :-)", =
"#ecologistes #communistes †merci a rochelle  <url> <utilisateur>", -
"propos presentedurs long niveau trahison recul actuel : <url> <utilisateur>", -
"effets acce©©©chauffement climatique <url>", =
"ecologistes communistes †merci a rochelle - <url> absence e© eloquent !", -
"31/08 presents ¥ture univ ps #ueps2014 elus ecologistes rochelle <utilisateur> jm soubeste <utilisateur> #larochelle", =
"25% electricite mondiale produite a partir sources energie renouvelable. ( .. <url>", =
"juillet #energies #renouvelables ©pondu a 37% demande #electrique espagnole <url>  <url>", =
"<utilisateur> initie pcf..tendances anti capitalistes..  ™rassemble qlq socialistes ecologistes.", =
"#rtsdecouverte mission gulf stream: ìur ©chauffement climatique, doc a voir mnt #rtsun <url>", =
"©veille ©chauffement climatique...", =
"rancune ?^^ rt <utilisateur>: .<utilisateur> oublie accord ecologistes 170 villes (...) #ueps", -
"vendre vent , regarde eoliennes", -
"<nombre> espemenace: #oiseaux train disparaitre indifference ©©rale ‚ñ∫<url> <utilisateur>", -
"matin encourage ©veloppement energie thermique dela mer,methanisation bagasse, ©othermie:nv modeenergetique", +
"qu'passe site futur barrage sivens pr empe©placement espeprote©<url> #testet #zad", -
"√Ä ©©aliser union ps ecologistes francais, camba. appelle a union gauches ecologistes europeens #ueps", =
"architecture paysage #panarea belle #eoliennes <url>", +
"<utilisateur> ©cessite percoler fondamentaux ecologistes gauche ds temps longs #valls <url>", =
"[article #bricolage] isolants ecologiques   <url>   #isolation", =
"personnellement, rassembler <utilisateur>. pre®re rassembler communistes ecologistes ! #ueps", =
"#udi projet refondation politique modefrancais bases ecologiques, sociales liberales <utilisateur> #generationudi", =
"<utilisateur>  croissance eoliennes", -
"√âoliennes volantes, vent enthousiasme <url>", +
"<utilisateur> energie renouvelable avenir , ©nage , a bcp arnaques !!!", -
"suivi aveuglement ecologiste entretenu centrales † #controverse", -
"<utilisateur> dommage tellement freine energies alternatives ...", -
"<utilisateur>  energie renouvelable doit parti futures causes national , devons etre rassemble...", =
"ecologistes communistes †merci a rochelle <url>", -
"public doit reprendre main energie. carte blanche parue echo concernant #blackout #controverse <url>", =
"nouvel ecosyste#digital igue champions #hockey #glace <url> #chl #media", =
"eolienne coeur #energies #renouvelables <url>", =
"intranets ecosyste- portrait usages meilleures pratiques <url>", +
"pollution industrielle : causes consequences fermeture centre traitement ©chets †jradou. <url>", =
"pollution industrielle : causes consequences fermeture centre traitement ©chets jradou. <url>", =
"precaires ©jouissent ©chauffement climatique sens", +
"rt <utilisateur>:  #udi projet refondation politique modefrancais bases ecologiques, sociales liberales <utilisateur>", +
"ecologistes communistes merci a rochelle #pcf #eelv <url>", -
"prendre ©cision eclaire convient connaitre contraintes associea ©othermie ©sidentielle.", +
"annonce #cdi #larochelle ingenieur ©veloppement energies renouvelables - charge affaire <url>", =
"auberges jeunesse offrent experience milieu nature ... <url>", +
"<utilisateur> tqt important ^^ cause ©chauffement climatique ^^", =
"rochelle, ecologistes communistes merci ovationne ligne hollande-valls minoritaire ! #ueps2014 <url>", +
"<utilisateur> <utilisateur> <utilisateur> ©trole crerichesse eoliennes mettons passant,fini ere chevaux !", +
"©©apocalyptique : analyse ©rapage ©diatique utilise #wwosc parler - <url> #©©#©dias", =
"annonce #cdi #fleurus technicien process waste traitement ©chets industriels nucleaires <url>", =
"centrales solaires a effet chemine. tour solaire a effet chemineÄôprojets .. <url>", =
"viens accoucher <3. <url>", =
"eridanis ©veloppe ecosystesociepartenaires ©dieobjets connecte<url>", +
"viens recevoir ©compense : √âcologiste <url> #androidgames #gameinsight #android", +
"<utilisateur> ©dias presentent candidate ecologiste !!", =
"auberges jeunesse 100% ecologiques <url>", =
"Äôenergie verte russie booste¢a chine - chine prea investir ... <url>", +
"<utilisateur> bienvenue a groupe energie <nombre> ! plaisir echanges constructifs matieres energies renouvelables chris,mgb", +
"©chauffement climatique: rapport giec alarmant  <url> <utilisateur>", =
"cambresis : attendant eoliennes, droÄôantennes sortent terre  <url>", -
"qu'ecosysteentreprise <url> #conseil by creative consulting", =
"cueillir, facconsommer | <utilisateur> <url>", =
"entreprise fertile : donner sens a ¬´ fil vert ¬ª - √âchos | <utilisateur> <url>", +
"Äôenergie verte russie booste¢a chine <url>", +
"wwoofing naifermes bio pyre©atlantiques | <utilisateur> <url>", =
"©chauffement climatique : carte villes touchepremier <url>", =
"apparemment ©chauffement climatique meilleure explication meuf demande", -
"©gumes anciens a pelle - jsl | <utilisateur> <url>", =
"recrutons ! ingenieur conseil secteur √ânergies renouvelables-services a environnement ( (#paris) <url> #job", =
"Äôindonesie rentabiliser volcans ©othermie <url>", +
"<nombre> espemenace: oiseaux train disparaitre indifference ©©rale |... <url>", -
"twelcome jacquemard pascal bravo interesser #biomethane, energie verte stockable locale ! <url>", +
"tour ecosysteme lit mdr", =
"Äô#energie verte #russie booste¢a #chine <url>", +
"ue arrefinancer centrales hydroelectriques roumaines - euractiv france | <utilisateur> <url>", -
"ue arrefinancer centrales hydroelectriques roumaines - euractiv france | <utilisateur> <url>", -
"<nombre> espemenace: oiseaux train disparaitre indiffe.. | <utilisateur> <utilisateur> <url>", -
"version moderne, eoliennes ;-) <url>", =
"rouge passe vert ! ‚Äú<utilisateur>: re Äô#energie verte #russie ¢a #chine <url> <url>", =
"eolien !  rt <utilisateur>: Äô#energie verte #russie booste¢a #chine <url> #environnement #energieverte", +
"ecosyste¥tre π ®gle treimportant artistes apprennent font ", +
"milton glaser, graphiste ‚ô• new york, crelogo ©chauffement climatique <url> <utilisateur>", +
"<nombre> espemenace: #oiseaux train #disparaitre <url> <utilisateur>. ©moin campagne.", -
"intranets ecosyste: portrait usages meilleures pratiques <url>  <utilisateur>", +
"<utilisateur> egalement ©chauffement climatique,effet relations ©bridecorps denude©nerent fusion fatale !", -
"intranets qc <utilisateur> <url> ©fis ecosystemutation : gouvernance travail collaboratif ligne #planqc", =
"rt <utilisateur> invitea rochelle, communistes ecologistes merci <url>", -
"article fournisseur produits nettoyants ecologiques: baleco ecosolutions <url>", =
"<nombre> espemenace: oiseaux train disparaitre .. | <utilisateur> <utilisateur> <url>", -
"#gazdeschiste: quebec citoyens ecologistes pressent gouvernement quebec prendre .. <url>", =
"#√âolien : <utilisateur> <utilisateur> travaillent solutions efficaces cohabitation #eoliennes #radars #enr", +
"wake up call numero 376894 > ©chauffement climatique pourrait bientocauser 250¬†000 ©®an <url>", =
"mythe ©chauffement climatique,images satellites prouvent contraire! <utilisateur>: <url> #france #quebec #canada", =
"panneaux solaires bientotransparents¬†? | <utilisateur> <url>", =
"©curisation ©canismes soutien #energies #renouvelables electriques notifiant a <utilisateur> dispositifs existants", =
"funerailles ecologiques ! guide (incongru) preparer mort autrement -    Ä¶ <url>", -
"publication arre© relatif balisage #eoliennes territoires mer <url>", =
"taiwan ©velopper energie renouvelable president <url>", +
"mini-maisons, cheres ecologiques <url>", +
"<utilisateur> emission bein dimanche temps cfc", =
"<utilisateur> manifestation ©chauffement climatique !...", =
"martinique 1ere ‚Äì lutter ©chauffement climatique ©duire facture eergetique... <url>", +
"agent commercial chauffage, energies renouvelables, amelioration confort habitat ©sidentiel:... <url>", +
"agent commercial chauffage, energies renouvelables, amelioration confort habitat ©sidentiel:... <url>", +
"eoliennes moche ‚óΩÔ∏èqu'centrale nucleaire ‚óΩÔ∏èbeaute concept subjectif ‚óΩÔ∏èvu gueule choisis camp", -
"<utilisateur> tellement implique©chauffement climatique, vraiment trebonne chose !! <3 <3", +
"Äôenergie verte russie booste¢a chine lire suite: <url>", +
"ecologistes communistes †merci a roche   <utilisateur> qu'aillent croient qu'representent chose", -
"trebonne emission canal sg ..., bande suceurs !!! ##teamom", +
"<utilisateur>: #quebec  rt <utilisateur>: √âoliennes: ™ve rentable pq plq  <url>", -
